630,11,13,13,13,13,14,14,14,14,15
620,17,18,20,21,23,25,27,31,33,35
610,39,39,41,43,49,53,64,68,70,74
600,83,91,98,106,112,123,134,144,155,166
590,174,188,198,209,226,237,249,261,276,292
580,309,321,334,352,363,382,400,416,430,452
570,472,502,519,536,557,581,610,632,656,678
560,698,716,741,770,793,820,847,866,903,928
550,959,995,1024,1052,1084,1114,1139,1177,1216,1254
540,1293,1334,1373,1402,1443,1485,1529,1565,1603,1653
530,1694,1747,1797,1846,1883,1925,1956,2006,2053,2111
520,2169,2209,2275,2324,2379,2428,2484,2533,2589,2654
510,2699,2765,2831,2882,2940,2995,3059,3134,3197,3261
500,3314,3383,3451,3523,3585,3650,3720,3785,3855,3933
490,3999,4074,4144,4236,4309,4398,4475,4555,4631,4709
480,4816,4895,5010,5091,5188,5270,5349,5430,5515,5608
470,5699,5794,5880,5995,6107,6200,6294,6393,6489,6577
460,6677,6776,6883,6999,7123,7223,7318,7439,7565,7687
450,7801,7925,8051,8165,8263,8375,8485,8611,8740,8861
440,9003,9136,9252,9387,9499,9641,9793,9916,10057,10192
430,10339,10479,10616,10746,10860,10991,11138,11290,11410,11564
420,11698,11837,11969,12125,12268,12409,12548,12700,12837,12978
410,13148,13290,13428,13551,13707,13867,14013,14181,14326,14489
400,14678,14817,14964,15112,15261,15444,15599,15764,15909,16056
390,16212,16388,16553,16709,16862,17007,17158,17280,17422,17597
380,17775,17949,18122,18293,18455,18626,18795,18951,19097,19272
370,19424,19578,19742,19903,20064,20230,20394,20543,20731,20897
360,21065,21238,21418,21582,21755,21908,22072,22261,22444,22585
350,22745,22930,23100,23271,23441,23619,23775,23937,24090,24266
340,24428,24608,24757,24925,25115,25288,25454,25611,25772,25943
330,26123,26272,26420,26591,26766,26920,27082,27268,27423,27582
320,27756,27924,28085,28234,28387,28529,28689,28847,29019,29155
310,29309,29463,29612,29776,29923,30050,30187,30312,30457,30616
300,30767,30912,31032,31176,31311,31434,31580,31709,31850,31992
290,32117,32255,32398,32519,32635,32758,32874,32993,33125,33242
280,33354,33475,33592,33705,33830,33939,34052,34148,34263,34373
270,34481,34581,34677,34771,34871,34958,35047,35131,35230,35347
260,35440,35520,35601,35700,35778,35863,35962,36044,36138,36212
250,36277,36354,36430,36493,36565,36637,36700,36763,36836,36910
240,36988,37046,37113,37162,37218,37270,37320,37361,37423,37468
230,37526,37581,37619,37664,37702,37739,37775,37829,37878,37927
220,37960,37994,38035,38068,38108,38139,38187,38219,38255,38283
210,38306,38326,38350,38378,38412,38437,38465,38483,38501,38518
200,38540,38560,38576,38592,38607,38623,38634,38648,38669,38679
190,38696,38710,38723,38737,38752,38764,38775,38790,38800,38809
180,38817,38825,38831,38838,38848,38855,38863,38871,38872,38876
170,38883,38890,38895,38900,38903,38912,38917,38926,38935,38939
160,38943,38947,38951,38954,38962,38966,38967,38970,38972,38975
150,38978,38979,38983,38989,38991,38991,38992,38996,38996,38999
140,38999,39002,39004,39004,39006,39010,39010,39011,39013,39014
130,39016,39018,39018,39020,39022,39023,39025,39026,39026,39026
120,39026,39028,39029,39031,39033,39034,39035,39036,39036,39039
110,39040,39040,39040,39041,39042,39043,39044,39045,39045,39045
100,39048,39049,39051,39053,39054,39054,39056,39056,39056,39056
