2011	北京大学	提前批	文史类	4	636	634	4	636	634	0	0	0	0	0	0
2011	中国人民大学	提前批	文史类	5	604	593	5	604	593	0	0	0	0	0	0
2011	清华大学	提前批	文史类	1	632	632	1	632	632	0	0	0	0	0	0
2011	北京电子科技学院	提前批	文史类	3	571	545	3	571	545	0	0	0	0	0	0
2011	北京师范大学	提前批	文史类	34	619	605	34	619	605	0	0	0	0	0	0
2011	北京外国语大学	提前批	文史类	7	624	594	7	624	594	0	0	0	0	0	0
2011	北京语言大学	提前批	文史类	1	568	568	1	568	568	0	0	0	0	0	0
2011	中国传媒大学	提前批	文史类	4	599	581	4	599	581	0	0	0	0	0	0
2011	对外经济贸易大学	提前批	文史类	4	610	599	4	610	599	0	0	0	0	0	0
2011	外交学院	提前批	文史类	4	626	612	4	626	612	0	0	0	0	0	0
2011	中国人民公安大学	提前批	文史类	11	604	544	11	604	544	0	0	0	0	0	0
2011	国际关系学院	提前批	文史类	9	592	572	9	592	572	0	0	0	0	0	0
2011	中国政法大学	提前批	文史类	4	597	591	4	597	591	0	0	0	0	0	0
2011	中国青年政治学院	提前批	文史类	31	596	568	31	596	568	0	0	0	0	0	0
2011	中国人民武装警察部队学院	提前批	文史类	4	581	555	4	581	555	0	0	0	0	0	0
2011	中央司法警官学院	提前批	文史类	14	538	489	14	538	489	0	0	0	0	0	0
2011	中国刑事警察学院	提前批	文史类	6	580	538	6	580	538	0	0	0	0	0	0
2011	吉林大学	提前批	文史类	36	612	563	36	612	563	0	0	0	0	0	0
2011	长春理工大学	提前批	文史类	2	518	516	2	518	516	0	0	0	0	0	0
2011	长春工业大学	提前批	文史类	1	553	553	1	553	553	0	0	0	0	0	0
2011	东北师范大学	提前批	文史类	145	602	561	145	602	561	0	0	0	0	0	0
2011	长春工程学院	提前批	文史类	6	572	542	6	572	542	0	0	0	0	0	0
2011	吉林警察学院	提前批	文史类	197	547	327	197	547	327	0	0	0	0	0	0
2011	吉林司法警官职业学院	提前批	文史类	99	472	220	99	472	220	0	0	0	0	0	0
2011	黑龙江大学	提前批	文史类	13	556	540	10	556	544	3	546	540	0	0	0
2011	哈尔滨工业大学	提前批	文史类	4	568	556	4	568	556	0	0	0	0	0	0
2011	哈尔滨工程大学	提前批	文史类	1	551	551	1	551	551	0	0	0	0	0	0
2011	复旦大学	提前批	文史类	4	588	563	4	588	563	0	0	0	0	0	0
2011	华东师范大学	提前批	文史类	33	604	587	33	604	587	0	0	0	0	0	0
2011	上海海关学院	提前批	文史类	1	607	607	1	607	607	0	0	0	0	0	0
2011	南京森林警察学院	提前批	文史类	23	492	252	23	492	252	0	0	0	0	0	0
2011	公安海警学院	提前批	文史类	3	520	478	3	520	478	0	0	0	0	0	0
2011	炮兵学院	提前批	文史类	2	569	555	2	569	555	0	0	0	0	0	0
2011	中国海洋大学	提前批	文史类	3	573	543	3	573	543	0	0	0	0	0	0
2011	铁道警官高等专科学校	提前批	文史类	10	398	276	10	398	276	0	0	0	0	0	0
2011	华中师范大学	提前批	文史类	9	565	546	9	565	546	0	0	0	0	0	0
2011	军事经济学院	提前批	文史类	1	575	575	1	575	575	0	0	0	0	0	0
2011	国防科学技术大学	提前批	文史类	1	546	546	1	546	546	0	0	0	0	0	0
2011	中山大学	提前批	文史类	3	569	550	3	569	550	0	0	0	0	0	0
2011	西南大学	提前批	文史类	16	559	546	16	559	546	0	0	0	0	0	0
2011	四川外国语学院	提前批	文史类	4	538	530	4	538	530	0	0	0	0	0	0
2011	陕西师范大学	提前批	文史类	12	563	550	12	563	550	0	0	0	0	0	0
2011	空军工程大学	提前批	文史类	1	540	540	1	540	540	0	0	0	0	0	0
2011	香港中文大学	提前批	文史类	3	638	615	3	638	615	0	0	0	0	0	0
2011	香港城市大学	提前批	文史类	2	614	611	2	614	611	0	0	0	0	0	0
2011	北京大学	特殊类型招生批	文史类	5	655	627	5	655	627	0	0	0	0	0	0
2011	中国人民大学	特殊类型招生批	文史类	17	631	564	17	631	564	0	0	0	0	0	0
2011	清华大学	特殊类型招生批	文史类	1	622	622	1	622	622	0	0	0	0	0	0
2011	北京交通大学	特殊类型招生批	文史类	1	584	584	1	584	584	0	0	0	0	0	0
2011	北京航空航天大学	特殊类型招生批	文史类	2	572	551	2	572	551	0	0	0	0	0	0
2011	北京理工大学	特殊类型招生批	文史类	5	587	538	5	587	538	0	0	0	0	0	0
2011	北京化工大学	特殊类型招生批	文史类	1	557	557	1	557	557	0	0	0	0	0	0
2011	北京林业大学	特殊类型招生批	文史类	1	540	540	1	540	540	0	0	0	0	0	0
2011	北京语言大学	特殊类型招生批	文史类	2	553	550	2	553	550	0	0	0	0	0	0
2011	中央财经大学	特殊类型招生批	文史类	2	582	580	2	582	580	0	0	0	0	0	0
2011	对外经济贸易大学	特殊类型招生批	文史类	2	608	596	2	608	596	0	0	0	0	0	0
2011	中国政法大学	特殊类型招生批	文史类	2	599	568	2	599	568	0	0	0	0	0	0
2011	中国地质大学(北京)	特殊类型招生批	文史类	3	579	544	3	579	544	0	0	0	0	0	0
2011	南开大学	特殊类型招生批	文史类	5	618	537	5	618	537	0	0	0	0	0	0
2011	大连海事大学	特殊类型招生批	文史类	2	571	570	2	571	570	0	0	0	0	0	0
2011	吉林大学	特殊类型招生批	文史类	6	576	538	6	576	538	0	0	0	0	0	0
2011	上海交通大学	特殊类型招生批	文史类	1	584	584	1	584	584	0	0	0	0	0	0
2011	南京大学	特殊类型招生批	文史类	1	609	609	1	609	609	0	0	0	0	0	0
2011	南京理工大学	特殊类型招生批	文史类	1	553	553	1	553	553	0	0	0	0	0	0
2011	浙江大学	特殊类型招生批	文史类	2	616	605	2	616	605	0	0	0	0	0	0
2011	厦门大学	特殊类型招生批	文史类	1	537	537	1	537	537	0	0	0	0	0	0
2011	山东大学	特殊类型招生批	文史类	5	582	559	5	582	559	0	0	0	0	0	0
2011	湖南大学	特殊类型招生批	文史类	1	538	538	1	538	538	0	0	0	0	0	0
2011	中南大学	特殊类型招生批	文史类	1	541	541	1	541	541	0	0	0	0	0	0
2011	北京大学	第一批A段	文史类	20	678	636	0	0	0	20	678	636	0	0	0
2011	中国人民大学	第一批A段	文史类	30	635	624	0	0	0	30	635	624	0	0	0
2011	清华大学	第一批A段	文史类	2	681	659	0	0	0	2	681	659	0	0	0
2011	北京交通大学	第一批A段	文史类	5	602	592	0	0	0	5	602	592	0	0	0
2011	北京航空航天大学	第一批A段	文史类	9	604	592	0	0	0	9	604	592	0	0	0
2011	北京理工大学	第一批A段	文史类	8	597	577	0	0	0	8	597	577	0	0	0
2011	北京科技大学	第一批A段	文史类	12	598	568	0	0	0	12	598	568	0	0	0
2011	北方工业大学	第一批A段	文史类	8	557	547	0	0	0	8	557	547	0	0	0
2011	北京化工大学	第一批A段	文史类	11	565	559	0	0	0	11	565	559	0	0	0
2011	北京工商大学	第一批A段	文史类	12	576	564	0	0	0	12	576	564	0	0	0
2011	北京林业大学	第一批A段	文史类	14	587	569	0	0	0	12	586	569	2	587	577
2011	首都师范大学	第一批A段	文史类	7	568	554	0	0	0	7	568	554	0	0	0
2011	北京外国语大学	第一批A段	文史类	8	619	608	0	0	0	8	619	608	0	0	0
2011	北京第二外国语学院	第一批A段	文史类	9	597	583	0	0	0	9	597	583	0	0	0
2011	北京语言大学	第一批A段	文史类	17	604	591	0	0	0	17	604	591	0	0	0
2011	中国传媒大学	第一批A段	文史类	11	605	593	0	0	0	11	605	593	0	0	0
2011	中央财经大学	第一批A段	文史类	13	622	603	0	0	0	13	622	603	0	0	0
2011	对外经济贸易大学	第一批A段	文史类	19	628	605	0	0	0	19	628	605	0	0	0
2011	首都经济贸易大学	第一批A段	文史类	6	589	579	0	0	0	6	589	579	0	0	0
2011	北京体育大学	第一批A段	文史类	9	563	550	0	0	0	9	563	550	0	0	0
2011	中央民族大学	第一批A段	文史类	61	591	506	0	0	0	61	591	506	5	557	551
2011	中国政法大学	第一批A段	文史类	30	619	590	0	0	0	30	619	590	0	0	0
2011	华北电力大学(北京)	第一批A段	文史类	12	586	571	0	0	0	12	586	571	0	0	0
2011	中国矿业大学(北京)	第一批A段	文史类	5	566	542	0	0	0	5	566	542	0	0	0
2011	中国石油大学(北京)	第一批A段	文史类	3	580	572	0	0	0	3	580	572	0	0	0
2011	中国地质大学(北京)	第一批A段	文史类	7	594	566	0	0	0	7	594	566	0	0	0
2011	南开大学	第一批A段	文史类	31	625	595	0	0	0	31	625	595	0	0	0
2011	天津大学	第一批A段	文史类	6	599	594	0	0	0	6	599	594	0	0	0
2011	天津师范大学	第一批A段	文史类	18	576	554	0	0	0	18	576	554	0	0	0
2011	天津财经大学	第一批A段	文史类	19	591	571	0	0	0	19	591	571	0	0	0
2011	河北工业大学	第一批A段	文史类	2	549	548	0	0	0	2	549	548	0	0	0
2011	华北电力大学(保定)	第一批A段	文史类	5	568	556	0	0	0	5	568	556	0	0	0
2011	石家庄铁道大学	第一批A段	文史类	6	555	545	0	0	0	6	555	545	0	0	0
